Date,Open_Price,Close_Price,High_Price,Low_Price,Volume
26-Apr-21,6938.56,6963.12,6971.52,6913.39,511588352
27-Apr-21,6963.12,6944.97,6975.07,6929.77,657376256
28-Apr-21,6944.97,6963.67,6986.7,6944.06,990231872
29-Apr-21,6963.67,6961.48,7019.76,6953.87,657930240
30-Apr-21,6961.48,6969.81,7009.47,6946.04,831625600
4-May-21,6969.81,6923.17,7034.26,6912.28,911731584
5-May-21,6923.17,7039.3,7047.75,6923.17,734979776
6-May-21,7039.3,7076.17,7076.17,7026.75,763492928
7-May-21,7076.17,7129.71,7143.46,7076.17,624299648
10-May-21,7129.71,7123.68,7164.18,7104.4,742072960
11-May-21,7123.68,6947.99,7123.68,6912.36,931054592
12-May-21,6947.99,7004.63,7028.1,6945.33,743402240
13-May-21,7004.63,6963.33,7004.63,6823.6,655110848
14-May-21,6963.33,7043.61,7048.67,6963.33,776781312
17-May-21,7043.61,7032.85,7066.76,6989.11,582717120
18-May-21,7032.85,7034.24,7102.57,7030.37,735458112
19-May-21,7034.24,6950.2,7034.24,6897.06,729220800
20-May-21,6950.2,7019.79,7019.79,6926.85,625871424
21-May-21,7019.79,7018.05,7028.17,6973.31,803607296
24-May-21,7018.05,7051.59,7054.63,7013.51,422927648
25-May-21,7051.59,7029.79,7067.6,7029.79,619367616
26-May-21,7029.79,7026.93,7050.88,6998.19,619318656
27-May-21,7026.93,7019.67,7044.01,7008.53,1422973440
28-May-21,7019.67,7022.61,7054.91,7019.58,786310272
1-Jun-21,7022.61,7080.46,7118.03,7022.61,726701504
2-Jun-21,7080.46,7108,7122.54,7074.06,570311680
3-Jun-21,7108,7064.35,7108.04,7013.85,617182912
4-Jun-21,7064.35,7069.04,7071.81,7039.74,425216000
7-Jun-21,7069.04,7077.22,7098.31,7042.19,954832896
8-Jun-21,7077.22,7095.09,7120.73,7074.94,541398720
9-Jun-21,7095.09,7081.01,7095.72,7046.02,568324672
10-Jun-21,7081.01,7088.18,7117.74,7080.02,555908160
11-Jun-21,7088.18,7134.06,7140.7,7088.18,509040576
14-Jun-21,7134.06,7146.68,7188.26,7131.79,551146688
15-Jun-21,7146.68,7172.48,7189.63,7142.71,778538880
16-Jun-21,7172.48,7184.95,7217.54,7169.21,721544512
17-Jun-21,7184.95,7153.43,7184.95,7132.96,724679872
18-Jun-21,7153.43,7017.47,7154.63,7008.74,1556308608
21-Jun-21,7017.47,7062.29,7065.05,6948.63,820495744
22-Jun-21,7062.29,7090.01,7098.67,7061.13,522371520
23-Jun-21,7090.01,7074.06,7129.4,7074.06,567242368
24-Jun-21,7074.06,7109.97,7119.41,7070.9,725682496
25-Jun-21,7109.97,7136.07,7139.08,7109.79,608755776
28-Jun-21,7136.07,7072.97,7136.22,7071.95,680813824
29-Jun-21,7072.97,7087.55,7120.77,7071.86,516405728
30-Jun-21,7087.55,7037.47,7100.71,7010.57,659002368
1-Jul-21,7037.47,7125.16,7134.21,7037.47,626855552
2-Jul-21,7125.16,7123.27,7162.16,7110.3,494810688
5-Jul-21,7123.27,7164.91,7168.03,7111.51,384199616
6-Jul-21,7164.91,7100.88,7170.6,7075.73,635760640
7-Jul-21,7100.88,7151.02,7153.68,7100.88,573299840
8-Jul-21,7151.02,7030.66,7151.02,6981.57,741080896
9-Jul-21,7030.66,7121.88,7121.88,7030.22,577041216
12-Jul-21,7121.88,7125.42,7134.87,7066.2,484147840
13-Jul-21,7125.42,7124.72,7152.44,7116.26,613793920
14-Jul-21,7124.72,7091.19,7124.72,7073.59,565377216
15-Jul-21,7091.19,7012.02,7111.77,7005.02,613324352
16-Jul-21,7012.02,7008.09,7056.73,6978.06,617556672
19-Jul-21,7008.09,6844.39,7008.09,6813.03,816165248
20-Jul-21,6844.39,6881.13,6929.89,6827.26,890019776
21-Jul-21,6881.13,6998.28,7007.75,6881.13,784895616
22-Jul-21,6998.28,6968.3,7018.95,6956.24,497469888
23-Jul-21,6968.3,7027.58,7033.27,6968.3,461656416
26-Jul-21,7027.58,7025.43,7038.65,6980.67,524675744
27-Jul-21,7025.43,6996.08,7028.37,6929.64,515215456
28-Jul-21,6996.08,7016.63,7023.35,6974.8,595935808
29-Jul-21,7016.63,7078.42,7093.93,7008.65,789466368
30-Jul-21,7078.42,7032.3,7078.42,6996.93,674951552
