reviews
great fun getting know functions product wow family fun homework help talking grandchildren also echo huge bonus wait learn
love
awesome thing love alexa
worked exactly expected speaker great sound perfect classroom
love love new little gadget made lives much easier like personal secretary living home hardly need cd anymore since alexa plays everything need going get alexa dots soon rooms thanks
speaker surprising quality happy purchase
easy set works wonderful love
really impressed sound quality playing music device bass sounds almost like coming bigger speaker props ama
still great product sound quality seem worse get wrong definitely get used within hour definitely feels like echo gen sound quality better besides great addition able play bluetooth wifi even better
outlet work disappointed
great device responsive helpful
sound terrible u want good music get bose
liked sound troubling paid extra money access million songs sometimes work ex alexa play italian songs understand play opera tosca response sorry
easy set use bad plugged would nice take outside operate battery recharged
still learning ways use real hit grandkids ask play music dance yrs cute
stars generally like product great ask like playing music setting timers making calls reason rate sometimes connection dies echo stops playing music shows red ring seems connection issue overall great product
works great upgraded echo dot full si e echo happier
alexa else say
upgraded lilttle echo dot happy sound
excellent product set ease well
first gen echo since first came worked well purchased nd gen prime day far happy seems improved speaker provides enhanced sound music
love echo smart speaker love volume clarity easy set wonderful gift age
wonderful product fast delivery
initially harder set called tech knowledgeable working great
easy set family love
great sound responsive voice commands
live long without echo get enjoy music style asking alexa going greade wireless love echo love alexa
cool product speaker sounds good spotify blasting
much fun alexa love able listen music across room busy something else
far seems nice item picks voice understands without problems day asked turn music next room heard fine used listen music check weather done things well
love echo
love helpful use remembering things sleep ask anything week still learning
better st gen every way except one really miss ring top volume control quicker easier grab top twist without look buttons find one press times also wish bass bit better great device happy
love alexa
far like
thoroughly enjoying ecoo love read audiobook office simply open audiobook kindle continue elsewhere wonderful listening music mood book great setting reminders much
still love
love
love sound quality unit clear sound
listening talk radio morning turning lights etc system excellent job full house sound system streaming sirius
week still learning alexa learning process love music call time listen podcasts radio stations started keeping shopping lists grocery lists love search paper pencil getting time temperature great wait weather reports sound good fussy woofers tweeters base etc echo fine afternoon going try dropping son gets home going surprise
much features
great sound quality great features great product multi room music cool
cool
everyone echo two three bought echo qvc
annoying everything show alexa able downloaded spend much time trying figure phrase machine may well look
alexa since beginning accidentally spilled water replaced nd generation decided without echo setup easy working within minutes
like able tell alexia music want hear sometimes trouble finding song specific title
like looks better original echo moved old echo basement family room nice sound
echo wonderful still learning use music requests somewhat limited
know half things asked recogni e sprinkler wifi controller even though product details says compatible program change wifi thermostat settings matched wifi router handy music player ama music
love
awesome understands kids
pleasantly surprised sound quality many features nice easily hear particular artist hear books simple command looking forward exploring options device
met exceeded expectations easy set really quick responses
like fact get kind music prime want request alexa liked informative photo little pamphlet wish included connect tv etc commands alexa really love music
found way access echo thorough prime account think part top line video music etc also think setup app define example music like well integrated echo tried ask playlist echo sure even though set play list settings also like fact words exact match playlist names never remember like ready nature echo respond queries
great item added audible books makes even better thank
prime day nd gen echo sale resist beginning smart home set happier say alexa done ama ing job connecting smart devices thanks control lights smart plugs tv etc trouble connecting echo wifi phone app works perfectly fine let add skills routines smart devices timers much sound quality good enough since audiophile alexa hear voice even watching movies high volume design great modern definitely add nice touch home change covers like sale overall great addition home enables many possibilities yet sure add alexa home
versatile fun
works great killer speaker wife son love
regret waiting long purchase item surprised pleased sound quality
stopped working weeks follow commands really fun working
far love working getting things set love grocery list app
performs pretty much expected disappointed provide terminology need play various kinds music without subscribing ama music service understand music choices may limited without knowing ask cannot access music provided free along echo purchase chart showing language need use
easy set
like product except speakers high quality expected
great investment alexa helped made laugh
yet another exho home love
love plan gender music big band ja easy find local radio sound good stop voice command get phone call
good value
super easy set loving new echo
whats like speaker ask alexa
best father day gift dad joked mom alexa one listening repeated stories going forward
great addition breakfast room kitchen tunes information instantly available slowly learning features
sound quality
sad joke worthless
entertainment
good quality
works great sounds great miss beat wish battery better portability
loved till someone stoled afford replace yet going
alexa rocks
got gift love never would bought one allows play music amo prime music worth also gives new briefs tells jokes

mom bought echo dots repeated ask take one great told two days made take hours later could live life without ama ing four large speakers small echo dot returning say going order alexa speaker go big get echo otherwise tou returning two echo dots live without
love great product
easy set user friendly
really disappointed alexa plug wall socket time fault checking made assumption company technologically advanced ama would sell product rechargeable battery could return would apple music boom speaker give flexibility alexa
think nd gen sounds good st aux could add external speaker going get dot nd issue unique unit understand override default prevents playing blue tooth speaker playing group get delay using bt speaker units heard able play group using bt speaker
everything
like interaction asking questions like ask setup schedule connected lamp
supberb sound definitely worth extra money listen lots music
really love ama echo think sound quality great lot fun really handy music get updates weather sports
love grandkids
far worked well always intuitive link different devices skills getting hang
works advertised
love
love new addition house speaker quality great love alexa two complaints suggestions future series would better communication ability example smart lights house unless specify kitchen light kitchen light prior command either respond says recogni e may want alexa respond say thank afterwards repeat alexa thank times respond husband know sounds odd laugh maybe southern thing want alexa manners
like everything music trivia games weather
described received time like automatic enrolment music
great device
owned echo overa year new lacks easy way increase decrease volume without telling increase decrease volume hard wife since english second language born korea sound echo superb keep
love kitchen works well
nice impressed wish say though
love product nice easy access much info
got great sound bass work time still hot miss recogni es things
still discovering echo
ama ing paroduct
good hearing range sound quality bit complicated set quite understand lot even speaking slowly clearly love flash briefing feature interfacing abode home security system
speaker sounds good
absolutely love
best part product control thermostat lights house anything dislike
thoroughly enjoying ama echo installation easy using alexa app purchased kasa smart plugs control living room lights installation easy using kasa app sinqued right echo enjoying playing music echo sound quality awesome added kasa smart bulb kitchen setup seamless looking forward adding automation home
home entertainment
cool product easy setup fun use sound quality much better anticipated
love great sound easy connect use
work fairly new smart tv mainly tv manufacturers lg fault due supporting anything older tvs year smart locks also need additional piece equipment order connect well speakers sound great works well
great sound little speaker
enjoy

cool
good quality great sound quality
works perfectly
great product sometimes alexa understand commands fire tv fabulous speaker
love echo great sound smart
sure love
plays great
works absolutely great
ama ing product great sound quality
best thing invested thank much
extremely impressed item bought warehouse outlet minor imperfection tell even one works great come packaging sealed damage missing anything like sound quality see knock bose great family easy use minor learning curve learns voice integrates seamlessly ama services wait get classroom lot fun even speaker let alone plan
love echo show bedroom wonderful music info sleeping sounds
awesome life changer seriously able start morning alexa wake alarm playing music gotten used voice another room listen say love echos hesitate get one price speaker unbelievable buying cordless holder take echo anywhere love purchase love alexa
super impressed alexa prime lapsed play anything smart enough differentiate among spotify accounts use either randomly speaks nobody talking today unplugged sure ever use alexa
like everything
liked
never issue buying use electronics long get good like new read comment see used
family really loves new echo
bought wife loves
fun got today pod go car use house
like
third echo worth every penny like household employees small flat rate keep bedrooms living room drop use intercom listen music answer quick questions alarms wake school etc
listen music set timer
received echo perfect condition device easy set responds quickly without issues alexa great addition family
good sound like music scheduling like get random thoughts recorded think jokes cute
purchased beginning learn far pleased ama ed different actions perform enjoying looking forward learning options provides
echo great others even though smaller
funny buy something looks fun winds totally useful part home loving
bought replace dot living room speaker slightly better hears better tv unfortunately understand respond requests well dot frequently request times get want dot usually exactly want first request consider upgrade
good experience far second generation echo many things learn time yet right mostly enjoying music weather updates using alarm feature personality also purchased mini smart socket yes excited begin using
trouble connecting tv exactly tech smart sure one grandsons figure far using mostly music
simply love echo hardly watch tv anymore busy listening music speaker pretty goo si e fun skills really make echo fun whole family
enjoyed entire echo experience
easy set
echo ama ing device many times seems intuitive times ask something seems clear simple get result installation fairly straightforward messed several times simply thought step complete actually made lose ground figured advice patient app let know move next step biggest issue moment several echo devices home would like use intercoms told done however make echos aware others existence ask alexa answers instructions change name know likely fault would think designers would anticipate make easier find needed instructions small deal many device savvy people challenge
loving much
original alexa tap far nd generation best happy see making improvements new one would great updates little think would help lot bugs happy play music throughout whole house adjust bass treble thank
pleased echo nd generation nice alexa available music weather news probably lot discovered
pleasantly surprised sound quality echo big fan deep bass might sufficient though potential control home option explore evolve home smart home voice recognition impressive stylish fun regrets purchase great technically changes people ask play song movie responds instantly elderly loved one would great gift connected wifi simple use want unlimited music control sure ama prime premium spotify blown away personal dj even conversations echo embarrassed say echo made laugh couple times ask tell joke tells packages since ama prime addict comes extremely handy
easy setup love things
alexa throughout house future arrived
already alexa ama find today could resist getting echo also best thing ever use side house happier
arrived expected
bought weeks ago everything product excellent forget buy charger ordering must take outside pool worry hiring electrician put outlets yard
terrific
love echo
smaller original looks nicer
works great
husband would call late adopters come technology decide would try echo serve primarily music source wow ama ed great sound also great time listening favorite songs buy asking alexa may even buy one elderly dad think enjoy one listen music even place calls us
really enjoyed changing directv channels plays iheartradio pandora adjusts ac thermostat turns living room lights outside lights
wanting one bought prime day absolutely love
glad got echo bluetooth speaker alexa much stuff non smart speakers personally love timer feature helped cooking multiple things simultaneously pandora integration another feature use daily happy prime day purchase get echo hub echo dots future
see subject line love
love
easy setup
hesitant buy echo echo dot seems good enough echo except sound quality really feel needed however glad got difference sound really far superior echo dot listen greatest showman little power
sound quality great still learning different things fun
got good deal works great prime setup bit pain fault crappy internet service worked great nice sound small speaker
love
works great perfect office
love one inside house one pool good bose speakers around house
easy use ama ing
nice product
love echo totally ama ed speaker quality bummed buy two since got prime day
responsive great sound quality si e
efficient ama ing cool use often every day
impressed quality sound echo definitely comparable bose mini gave stars use apple music account
technology small device price good sound ama ing must feature home
mainly use music learning time really nothing bad say
replaced st gen concerned smaller unit sound wrong anything volume clear good product
great addition echo plus
best
love feature play music every room multiple echos
love alexa surprised much use
use product enjoyment love
easy use great sound great purchase great price
easy set issues
unit add much pleasure echo plus music information home one room
extremely useful simple things like spotify audible things like sometimes answer everything ask still nice use
difficult set keeps timing enter password
getting use using echo used shopping lists listening music timer working great far
cool lots fun used week still learning capabilities
love love
love hard time setting apps
use office another apartment music information
great music little hard figure works
given year time birthday gift dad loves ask alexa anything answer plus good homework purchased one prime day bathroom getting ready work listen music base metro booming replacement clock radio plus echo dot night stand alarm clock
impressed look clarity sound color
alexa ama ing great speaker
still getting used alexa connected tv yet things right use music information great
works sounds great house barely sf sitting kitchen counter hear speak room lots functionality still discover
pure fun echo weather jokes news briefing music still much use lot fun money
use time especially communicate kids throughout home
love still learning makes lot things easier like forget turn light another room ask alexa turn light
bought daughter turned loves especially like calling feature since cell phone loves playing music dancing ama music play favorite songs sometimes lol
got wedding gift discovered features yet update playing music great though
impressed sound quality
pleased purchase echo smart speaker love fact play music different genre whenever want trouble first wi fi working
wife enjoy ease playing music games fun entertaining look forward adding smart products home
second echo love helps kitchen set timers listen news prepare grocery lists get great music
sound quality good wish alexa could answer questions
second echo dot speaker weak purchased listening music speaker great
great sound
great
really use speaker stream music months kinda useless
set user friendly set user friendly hoped alexa app able download pc without installing invasive drivers wife retired able install alexa son supplying smart phone using alexa yet
easy set really enjoying
echo come built battery plugged times use makes quite inconvenient
compact bit better original
love pretty cool
living room music sounds really good living room hear upstairs
great product set easy sound wonderful
far like bought music though sounds pretty good
love
love
glad bought
like types fun music
like volume top turn quickly
beyond capabilities program grandkids lve
love new echo gives hours music help things difficult set help tekkie
almost good bose love whole house music
alexa hardly came
easy setup using app also easy install phone sound quality listening music pandora wonderful
still learning use echo far love
works awesome
works great
small speaker sounds great
great sound si e pri e course alexa
echo definitely need one
great device seems work better st generation
item longer works months use connect wifi unresponsive reset requests
love echo dot easy fun get drop grandaughter lives miles away sounds like right next
works great different new ones
one going kitchen timer music duty
love volume could definitely use boost better built speaker would definitively star thought ahead put audio auxiliary input bought dedicated speaker echo proved best way go
works fine
works great looks brand new love new echo dot getting main rooms house
refurbished item works like new love easy set love issue volume listening relaxing fine expecting anything else recommend purchasing speaker
loud
nd one love
sure feel echo dot many things need get used ask right questions understand
thing barely works select rd party apps stuff think could box sending mine back asap waste money
gift man like plug pictures show cord would prefer cordless still works though purpose bought
th ama echo device purchased refurbished satisfied time different tell brand new price cheaper echo wake us keep timers play music us act encyclopedias turn lights much
small echo dot ama ing sounds come great changes nest thermostat phillips hue lights without leaving chair
talk time songs dislikes device
never disappointed ama ons technology
worked promised
returned echo dots getting refund returned one package want refunds package see
working
weird pauses speech pattern present echo devices
sure love alexa lol thank great price product
works
echo fan one work

bought bathroom listen shower love
always respond spoken promp word thought would connect echo upstairs use like intercom able
fast shipping works well
love
love love love new free assistant
six words alexa tell poop joke
worked month stopped tried everything try make work nothing working want refund
poor quality gave away
refurbished way go echo works like new
love
five need say
speakers arent loud alexa great though besides naw
works great sounds good
never could get work techie friend looked said adapter strong enough power looked like bought dollar store going replace adapter hope works
almost like star trek home fun try outsmart
add echo system refurbished product works like new
great office use daily many ways include spelling background music
awesome love alexa
sure really wanted one extremely useful get one love
initially echo dot worked well time dot stopped responding alexa unless within one foot yelling echos echo dots rooms would respond without response echo dot would recommend buying refurbished
great product fast shipping
bought echo dot refurbished stops whatever function performing quite often wake every time randomly turns nothing buy refurbished echo dot
perfect works great problems refurbished
dont trust
perfect condition love echo
love beautiful experience especially hooked smart lighting accessories
got within last couple weeks tell issues son wanted alexa th birthday could tell jokes could ask questions listen music enjoy one much bought second one week prime deals day
divertido
great product works great
bought guest room radio alarm clock information center much
great buy bought go echo love speaker best music works great kitchen timers alarms

works perfect save bucks buy refurbished looks brand new
looks works perfect glad got good deal
good new one bought less
love works well
everything perfect
good price prompt shipping working flawlessly
love alexa
room improvement price cannot complain much still complain however audio terrible kind like listening speak n spell
iove bought son wanted awesome
echo works price great deal issues dots speaker bit tinny good second unit like attach external speaker sound good buy
thanks
wanted use radio intercom get terrible fm reception live speech recognition software horrible wife native americans whose language english north texas neither accent birth area yet good job understanding us bought two thing additionally wifi reception poor marginal buy wifi range extender office ten feet router problems switched around difference disconnected dust collectors
third dot work perfectly use one multiple times day absolutely love
item never worked box broken spent several days trying get working running fixes ama thing accomplished never order another refurbished device
already echo plus bought one bedroom love functions
simple set music everywhere
worked like brand new dot satisfied
great product returning new alexa dot refurbished already giving problems connection
echos already went one refurbished save bucks works great love new generation one rubber bottom nice
love fact unplug take basement want laundry
refurbished good new ones bought
good new
granddaughter loves
price great trouble hearing across room moving another spot seems working fine buy want every room
set alexa blue tooth speakers enjoy listening music outdoors wait try new stuff using alexa
thanks
works great
never buy certified refurbished echo dot bought certified refurbished echo dot unit poor receiving command sometimes even acknowledge command never buy refurbished echo dot unit received probably never certified refurbished indicated also bought new echo dot works perfectly disappointed
started ama productsand regret nothing absolutely great journey products continue improve day day life
used several months without problem
first smart device surely buying devices compatible one
love
love good new one
larger echo time love bought one another portion house since several wifi home devices wanted voice control house
love product use turn lights answer quick questions
great buy
leary refurbished work great
puny sound works great
great
exactly like new tell difference new dot got prior one works perfectly love alexa
works perfect wear tear device love alexa working making home smart
works good
thing like shuts works great
excellent product mint condition refurbished unit would never know refurbished
already owning couple echos frustrated also use intercoms finally ama enables drop feature use echos reach family remote parts house teenagers insist never heard yelling come dinner features mainly use echos standard stuff playing music setting alarms answering questions etc life changing home device ama would believe convenient around refurb saved bucks looks works brand new ones
love worried refurbished part first first echo awesome used everything lights since work nights shopping well spotify planning getting parents help everyday things take granted young would recommend everyone
love alexa hope every room soon
simplicity use setting
great got one ga ebo one upstairs
works great never issues
everything asked
works great good sound
use echo listen music well sort research tool answer variety questions would like volume could go little bit louder complain also believe internal power source order use echo must plugged times using universal charging cord would nice use echo dot go without buy product
love great fun
love
outstanding use time works like say
saving always nice son always says buying refurbished means getting new device product less run diagnostics everything corrected
works perfectly alexa turns lights tv roomba
never would know refurbished
far good
looks performs new complaints
goes great echo
works great like new one already
item work certified refurbished mean works advertised instead item crashed soon turned plugged trying connect phone echo dot crashed would disconnect orange light would free e thing would reboot blue light alexa would tell ready connect free e mid sentence tried holding action button seconds anything returning immediately hope actually fix item next buyer purchases
fast service got ordered thank
love even though still trying figure things item works great phone
none
echos one bought brand new refurbished one honestly tell difference performance looks
great product learned work thing awesome
works
work time
love though wish portable
course
could tell refurbished works excellent would highly recommended instead purchasing new
got mom loves
love echo dot looks brand new works perfect satisfied
new
small problem box rep ama called walked reset process solved issues shocked get response quickly real effort made including follow email get thing working one google clone use learn like also plan install one car boat garage alexa new best friend lol think gf worried alexa learns cook time limited
love alexa dot play games son ask weather love works ama fire tv
like could ask different questions different things works intermittently smart tv ask change volume sometimes ask change channel sometimes reset know refurbished okay expected
far certified refurbished echo dot works well little confusing green ring echo dot know asked alexa said receiving call drop case took minutes figure notification delivery ama believe ring supposed yellow pulsate message notification refurbished echo dot green pulsed
arrived quickly easy set refurbished ama echo dot beyond expected alexa become buddies great assistant
works advertised speak clearly research commands also get wall holder keeps way set bree e make sure close device initially connecting phone reason made set easier though could psychological haha
love two echo dots third one ordered give gift defective speaker return process still done already taken weeks
already returned
refurbished echo wonderful purchased mother loves ability contact without phone listen music weather ask questions wonderful gift works excellently problems
works good however price went week purchased
works ama ingly bought daughter loves
love alexa great helping making appointments playing songs like else looking forward
got bathroom love listen music whe showering
dots original new one works perfectly buy future dots reconditioned
little hard get pare others problems
weary picking conversations actively using heard happening news concerning wish ama would release something widespread push firmware prevent heard yet
really dislike alexa dot thought cortna cool alexa awesome application family unbelievable device seems alive must get
happy refurbished echo dot two weeks far working perfectly even though come original box looks like new happy purchase
thumbs
workreat
something wrong first one even rep spoke could fix replacement registered someone else price dot went price refurbished ones bought brand spanking new one problem new one
works expected
problems
almost every room really enjoyed works perfectly
purchased grandson
like new
happy ordered
love dots especially ability talk one really convenient issues refurbished like new
started taking used since unplugged day one talking daughter laying bed next started going movie moana completely scared sh daughter
works great speaker sounds fine overall would recommend
great like new
loved price essentially brand new dot opening really tell refurbished everything looked brand new less new unit consider better deal really love versatility echo dot get one
pleased order wanted
think throughout house convenient set timer check weather whatever wherever
love best experience refurbished devices excellent
love echo dot
refurbished item fine aware fee echos set rooms however missing cordthank
two weeks setting longer works connection light sound guess purchased refurbished dot
worked like brandnew unit great addition collection
great price works perfectly saved money refurb would buy

god
good
great bought one bought another right away grab smart switched set smart home capabilities highly recommended
like new
worked still need figure link devices though set sonos pretty easy products fault time figure
useful
worst ama purchase made big ama fan love brand unlimited digital music prime videos even buy online games music movies ama app tried use make simple purchases anything useless
works well microphone pick well full si e echo audio quality okay si e
bought two refurbished ones work home work perfectly appear brand new
ama disappoint
works great bt receiver output connected vintage stereo equipment
working great far tell new edit longevity year real test
ama ing
love everything
used dot works fine compliments echo
works like new one tell difference new one bough refurbished one
well big fan echoes ones went bathrooms works great expected
purchased year old mother loves talking alexa responsive detect name room
like new performance brand new one problems
echo dot disconnects speaker times day buy refurbished product stars effort
love great product
works good satisfied
love alexa sound dot best echo nd gen kitchen living room got bedroom significant difference sound dot lacks full base sound sounds coming cheap portable speaker really disappointed returned right away shelled money buy second echo bedroom also
took awhile get connected electronically savy love
cant seem get thing sink wireless sure returning try one time
absolutely love
product stopped working return time ran
second dot work great refurbishedthought new
love guys work great
love second alexa bedroom great checking weather meditation music timer perfect husband use eye drops multiple times day keep eyes closed minutes
purchased refurbished works like brand new minute set easy echo dot command start playing music backyard deck sound system
substitute original echo dot performs well sound quality poor listen highest level
love echo dot helps husband get netflix apps ama fire tv problems refurbished planning getting another one ama fire stick bedroom
stopped working months warranty good months would assumed ama product sold ama would higher standards guaranteeing would work whole months mean product supposed piece junk offered discount wanted buy another one would want buy another one
like new problems whatsoever alexa thank
like uncle sometime goes little haywire
bought son work return
bought quit connecting wifi responding voice within months hard soft reset fix problem
received echo dot today good condition advised paid ama writing raised price research buying get good deal set dot went simple enough plug follow app instructions except initially took actually show iphone wifi settings called ama customer service dunno lately getting terrible support guy took call rambled completely unhelpful script ended setting dot middle spiel sure norm refurbished dot pretty finicky wifi range randomly disconnects even though app shows range gh connection strong reconnecting pain time well said alexa works works ama ingly well speaker hooked one thing really enjoy mic range sensitivity one annoying limitations apple siri playing audio device speakers music podcasts etc hey siri feature useless alexa problem hearing whatever playing time ama ingly fast responsiveness tried louder speakers yet sure continue hold true setting alexa control wireless devices bree e albeit limitations support arlo devices nil special settings led devices eg rainbow effects alexa handle knows change solid colors brightness levels rating would lower gotten decent price item connectivity problems persist may exchange return item want though alexa kind growing
bought everyone saying much love need used volume loud enough played music treadmill rather use tower speaker xs louder
worked like new
second one refurbished model work least home
bad device know refurbished activated nobody talking activated start talking talk yell super lauded
good new like brand new save money get one
adding rooms convenience
nice works good times easy recogni e voice repeat several times time almost screaming
took chance certified refurbished unit looks brand new excuses disappointments minute trouble free set effortless bluetooth speaker connectivity alexa app iphone flawless listening favorite tunes bose bluetooth setup happier walk door ask alexa play music viola instant atmosphere opening ipad going settings turning bluetooth accessing pandora app makes things effortless true joy right box discover uses fine piece technology worth every penny
alexa sister second dot
love alexa echo dot two one new one refurbished work great become go sooo many things love alarm every morning whenever love play music sounds ocean nature sounds trying sleep love many things
bought refurb works new ones bought prior came original packaging well
love like second wife
far impressed save groups correctly understand time sure excitement alexas voice sounds like water supposed understand going return try google home
works well obvious issues refurbished
works great tell refurbished set kids mode home adding love things
great product useless overall many unnecessary features unless smart home need
worked good two new echo dots preciously purchases
bought mother love loves guard dog feature says gives sense security night leaves house
bought mainly speaker playing music videos phone working read instructions working
works
bought two work great much electronics running home alexa want need done
nd one come
blue light blinks time
fun useful still learning new tricks useful functionalities future human computer interface household automation like star trek knew would soon
works great control tv lights various devices lately using wake know time want open eyes shout alexa time could figure get house hold chores walk dogs golden sound great si e expect echo plus much better audio get larger expensive echo
works great
sure like product little want one every room daughter constantly asking alexa spell words barely tapped things product capable looking forward learning capabilities

great product works well
absolutly love
bought first echo dot loved got work absolutely love
works promised
works great existing smart home setup
perfect could tell difference new one
cant figure use
good sometimes hear well
little apprehensive buying refurbished electronic product ama guarantee thought would try glad probably buy another refurb product form ama love alexa products several one sits desk small footprint great sound use daily works great
bad bad speaker sound
great device mainly use verbally add things shopping list occasionally use number fun things program like go red alert make tardis land yes house geeks even chose wake word computer instead alexa need majel barret voice geek heaven easy get premium spotify work properly still sure get multiple music accounts attached listen different music different rooms far still worth often asking time weather even gives us news briefing also use intercom system really awesome plus fun knowing nsa listening everything
love
purchased daughter love ama ing love games
always work
good new perfectly packaged ero issues dot
love bought granddaughter play music ask questions entertained hours good buy honest opinion
issues works looks great
fun toy daughter reads
refurbish echo dot received new condition new packaging complaints neat little gadget drives wife nuts
received echo gift loved much decided get dot bedroom easy set big difference sound quality would still buy
worked advertised thanks
new ama products great everything bought refurbished complete garbage never purchase ama refurbished total dissatisfaction
works good microphone good better echo products
took little work set finally got sound quality best got works great check weather ask cooking questions kitchen play radio want music probably upgrade echo plus better sound
